     -3.14159200     -3.14159200      0.00558306
     -3.14159200     -2.92493048      0.01310301
     -3.14159200     -2.70826897      0.01393684
     -3.14159200     -2.49160745      0.03901786
     -3.14159200     -2.27494593      0.01778368
     -3.14159200     -2.05828441      0.00543618
     -3.14159200     -1.84162290      0.00388276
     -3.14159200     -1.62496138      0.00763794
     -3.14159200     -1.40829986      0.03437383
     -3.14159200     -1.19163834      0.01914118
     -3.14159200     -0.97497683      0.00472562
     -3.14159200     -0.75831531      0.00000000
     -3.14159200     -0.54165379      0.00000000
     -3.14159200     -0.32499228      0.00000000
     -3.14159200     -0.10833076      0.00000000
     -3.14159200      0.10833076      0.00000000
     -3.14159200      0.32499228      0.00000000
     -3.14159200      0.54165379      0.00000000
     -3.14159200      0.75831531      0.00000000
     -3.14159200      0.97497683      0.00000000
     -3.14159200      1.19163834      0.00000000
     -3.14159200      1.40829986      0.00000000
     -3.14159200      1.62496138      0.00000000
     -3.14159200      1.84162290      0.00000000
     -3.14159200      2.05828441      0.00000000
     -3.14159200      2.27494593      0.00000000
     -3.14159200      2.49160745      0.00000000
     -3.14159200      2.70826897      0.00000000
     -3.14159200      2.92493048      0.00000000
     -3.14159200      3.14159200      0.00234782
     -2.92493048     -3.14159200      0.01904074
     -2.92493048     -2.92493048      0.05447918
     -2.92493048     -2.70826897      0.13251392
     -2.92493048     -2.49160745      0.18776310
     -2.92493048     -2.27494593      0.09560304
     -2.92493048     -2.05828441      0.03223786
     -2.92493048     -1.84162290      0.02118035
     -2.92493048     -1.62496138      0.04299499
     -2.92493048     -1.40829986      0.12617822
     -2.92493048     -1.19163834      0.11711917
     -2.92493048     -0.97497683      0.02706593
     -2.92493048     -0.75831531      0.01171346
     -2.92493048     -0.54165379      0.00028632
     -2.92493048     -0.32499228      0.00000000
     -2.92493048     -0.10833076      0.00000000
     -2.92493048      0.10833076      0.00000000
     -2.92493048      0.32499228      0.00000000
     -2.92493048      0.54165379      0.00000000
     -2.92493048      0.75831531      0.00000000
     -2.92493048      0.97497683      0.00000000
     -2.92493048      1.19163834      0.00000000
     -2.92493048      1.40829986      0.00000000
     -2.92493048      1.62496138      0.00000000
     -2.92493048      1.84162290      0.00000000
     -2.92493048      2.05828441      0.00000000
     -2.92493048      2.27494593      0.00000000
     -2.92493048      2.49160745      0.00000000
     -2.92493048      2.70826897      0.00000000
     -2.92493048      2.92493048      0.00034343
     -2.92493048      3.14159200      0.00364761
     -2.70826897     -3.14159200      0.02396620
     -2.70826897     -2.92493048      0.21323268
     -2.70826897     -2.70826897      0.28046211
     -2.70826897     -2.49160745      0.24744721
     -2.70826897     -2.27494593      0.13442132
     -2.70826897     -2.05828441      0.14599879
     -2.70826897     -1.84162290      0.07103789
     -2.70826897     -1.62496138      0.06864177
     -2.70826897     -1.40829986      0.21187384
     -2.70826897     -1.19163834      0.21237351
     -2.70826897     -0.97497683      0.05007383
     -2.70826897     -0.75831531      0.00465191
     -2.70826897     -0.54165379      0.00000000
     -2.70826897     -0.32499228      0.00000000
     -2.70826897     -0.10833076      0.00000000
     -2.70826897      0.10833076      0.00000000
     -2.70826897      0.32499228      0.00000000
     -2.70826897      0.54165379      0.00000000
     -2.70826897      0.75831531      0.00000000
     -2.70826897      0.97497683      0.00000000
     -2.70826897      1.19163834      0.00000000
     -2.70826897      1.40829986      0.00000000
     -2.70826897      1.62496138      0.00000000
     -2.70826897      1.84162290      0.00000000
     -2.70826897      2.05828441      0.00000000
     -2.70826897      2.27494593      0.00000000
     -2.70826897      2.49160745      0.00000000
     -2.70826897      2.70826897      0.00000000
     -2.70826897      2.92493048      0.00074067
     -2.70826897      3.14159200      0.01251535
     -2.49160745     -3.14159200      0.02729596
     -2.49160745     -2.92493048      0.27905219
     -2.49160745     -2.70826897      0.27873448
     -2.49160745     -2.49160745      0.16948939
     -2.49160745     -2.27494593      0.15939484
     -2.49160745     -2.05828441      0.11390287
     -2.49160745     -1.84162290      0.07785313
     -2.49160745     -1.62496138      0.06477823
     -2.49160745     -1.40829986      0.16568476
     -2.49160745     -1.19163834      0.16704298
     -2.49160745     -0.97497683      0.02960148
     -2.49160745     -0.75831531      0.00227561
     -2.49160745     -0.54165379      0.00018138
     -2.49160745     -0.32499228      0.00000000
     -2.49160745     -0.10833076      0.00000000
     -2.49160745      0.10833076      0.00000000
     -2.49160745      0.32499228      0.00000000
     -2.49160745      0.54165379      0.00000000
     -2.49160745      0.75831531      0.00000000
     -2.49160745      0.97497683      0.00000000
     -2.49160745      1.19163834      0.00000000
